Sentiment,text
negative,im forced stay weekend
negative,debating whether cut hairsomeone give 20 go energy tonite
negative,shalalaaaaa everyones gone bed
negative,saw amazing prodcution peter pan kensington gardensnow stonehenge amp bath tomorrow leaving london sunday
negative,veerles even still id use
negative,really want watch food inc heaven know itd kill see horror already know exist
negative,mommy taked da vet today gived pitiful eyez da whole timedidnt work tho
negative,seriously need massage
negative,find rolling stone adam lambert pull already boo wanted issue really really bad
negative,im actually scared walking work atm horrible rapist sick need caught
negative,lovely rain weather honestly making depressed
negative,doesnt make happy
negative,cant believe im finished high school
negative,finger look dead poor finger
negative,ooops sorry
negative,anyone watching big brother feel tv hit new low really fucking abortion
negative,way unfair
negative,aww dont slap
negative,feel good tired lol need plan
negative,yah suck enjoy conference sorry cant make
negative,missed noonday prayer gon na make service tonight
negative,really dont want go gym today lazy day
negative,bonus get ps3 since 360 died settle poor graphic ps3 friend 360
negative,go roseville mall w irene jerome feel bad wut come poor bank account
negative,feel zip wire really bad bruise
negative,feeling really sad coz said look like whoopi goldberg dont right look absolutely nothing like tear
negative,got stranded jerkin left
negative,final math mess hope forget let summer vacation start
negative,grr late
negative,date cheating tired already
negative,ouch ive got blister big toe
negative,whats wrong
negative,never ashamed minnesotan right now192 million jammie thomas
negative,sorry hear car
negative,want know
negative,hahaha great seeing u back uk show amazing hope see ypou
negative,aww ive ripped trouser
negative,house reek onion making eye sting
negative,hip hurt dang gym
negative,2day last day school program school may b 1 thats sad thats school almost ovum wah wah wah
negative,bonfire cancelled still goin gabbys tomarroww
negative,phone water kill today ugh cant wait tomorrow need phone
negative,didnt say hi coulda talked
negative,moved old appartment
negative,poor thing positive3829 degree
negative,bad xp run addons xp work o x home o x quotsnappyquot work
negative,ok 27positive outa 800 even close yet already past 12 pm
negative,getting ready go back workclosing tonight
negative,know im mad couldnt come back though
negative,like missing person u cant complain till missing 2positive hour rite lodge complain
negative,cant wait try 30 cant upgrade yet ifã¼hrerschein german quotidrivinglicensequot wouldnt work
negative,dont care friend say insane plz come 2 place near egypt place africa swear ill go
negative,aw man hope thing turn okay
negative,guy skin look hella discolored drained way vein hand blue omg im corpselike whats wrong
negative,talked thomas good amount time everything cause thats ive missed soooo much long
negative,got back hard workoutnow im sweaty sticky think ill jump shower
negative,windstreams email almost annoying dealing w damn bank
negative,neko got hold clicker day clicked twice treat came
negative,hmmmnot much green city
negative,think adorable sewing machine hate
negative,want wicked ticketstoo bad ill overseas unless see opening night
negative,n3w whol3 twitt3r thingi n33d fri3nds
negative,saw amazing production peter pan kensington gardensnow stonehenge amp bath tomorrow leaving londno sunday
negative,huck gee 20quot skullhead dunny sold
negative,fuck dunno spider went room fuckfuckfuck
negative,cant sleep even though tired exactly 7 hour get
negative,plan cancelled weather forcast sunny im sad cause dont get see favorite ppl
negative,ugh wanted watch charice ukg still work network wont let install m silverlight
negative,releshing long day sun got bit horse fly today
negative,going gym punishment
negative,nope cant swim im chicken dont swim
negative,bring back gastown friend
negative,im sorry hear ur loss beautiful pup
negative,ive missed bb
negative,cant wait dinner done sooo hungery really bad headace oh well early bed time tonight
negative,ive never seen author would fit bookshelf made book people
negative,bmw doesnt support a2dp
negative,really going miss class together
negative,wish sunny
negative,difference mitosis meiosis gon na fail tomorrow
negative,ok enough laughing people misfortune time send people baycorp worst part job
negative,wannaaaoh wannaaa said said wont fit said fat
negative,band named switchour motto isquotcoolnessquotwere really good even tho none u play instrument singer moving
negative,saw amazing production peter pan kensington gardensnow stonehenge amp bath tomorrow leaving london sunday
negative,stupid recessioncurrency rate 150 shirt tote bag etc guess ill wait sat come u
negative,crazy family cousin foolish wan na kill
negative,wish still played baseball
negative,booby look amp feel great asshole piece shit thats hurting
negative,want candy â
negative,love hollywood undead cant come back uk bring tlo
negative,brrr bloody freezing office
negative,dog standing guard babe wont let cat near theyre keeping close eye time tampp
negative,dont want go school today
negative,exam hour ill hour complete im scared
negative,got work foot sore gave hunger got mc donalds
negative,woke realized 5 minute get ready leave get school exam
negative,woke 230 slippppppppppppping first day summer dooooooooooooooo
negative,ooh ok end tonightsome stuff wanted sold
negative,wtf double post cant delete phone
negative,false alarm guy found work worst possible shift tomorrow 125 haircut lolz happen every time
negative,brother
negative,look like shes never going vacation
negative,quoti miss youquot arent person
negative,loved michael bolton song lolnow march 1999 miss song played month
negative,im dyke
negative,going bed gon na drag 5am goodnight
negative,small cat sharp claw character
negative,god back work still dunno anything bout car home
negative,
negative,look like 100 queue itll take
negative,waaay much dataflash new cyclingnewscom mobile access dave
negative,work got last check got bank must saylooking trip hawaii sad leave cf home lol
negative,home going around seeing wutz goodie nothin iz good right nowgtlt boooooo watching mi little sister layla wub hergt3
negative,hopefully coming meet people meet amp greet
negative,want feel good
negative,passed jackson door today knocked wasnt home
negative,house phone broke
negative,booooooooooooooooooooooohissssssssssssssssssssss
negative,hope youve lovely day offthe tour amazing miss guy sooo much really live wrong country x
